absorber_thickness,defect_density,series_resistance,shunt_resistance,PCE (%)
5.00E-01,1.00E+15,3.00E+00,1.00E+05,2.39E+01
5.00E-01,1.00E+15,3.00E+00,1.00E+06,2.39E+01
5.00E-01,1.00E+15,3.00E+00,1.00E+07,2.39E+01
5.00E-01,1.00E+16,3.00E+00,1.00E+02,1.16E+01
5.00E-01,1.00E+16,3.00E+00,1.00E+03,2.04E+01
5.00E-01,1.00E+16,3.00E+00,1.00E+04,2.14E+01
5.00E-01,1.00E+16,3.00E+00,1.00E+05,2.14E+01
5.00E-01,1.00E+16,3.00E+00,1.00E+06,2.15E+01
5.00E-01,1.00E+16,3.00E+00,1.00E+07,2.15E+01
5.00E-01,1.00E+17,3.00E+00,1.00E+02,1.00E+01
5.00E-01,1.00E+17,3.00E+00,1.00E+03,1.62E+01
5.00E-01,1.00E+17,3.00E+00,1.00E+04,1.69E+01
5.00E-01,1.00E+17,3.00E+00,1.00E+05,1.69E+01
5.00E-01,1.00E+17,3.00E+00,1.00E+06,1.69E+01
5.00E-01,1.00E+17,3.00E+00,1.00E+07,1.69E+01
6.00E-01,1.00E+13,3.00E+00,1.00E+02,1.32E+01
6.00E-01,1.00E+13,3.00E+00,1.00E+03,2.58E+01
6.00E-01,1.00E+13,3.00E+00,1.00E+04,2.71E+01
6.00E-01,1.00E+13,3.00E+00,1.00E+05,2.72E+01
6.00E-01,1.00E+13,3.00E+00,1.00E+06,2.73E+01
6.00E-01,1.00E+13,3.00E+00,1.00E+07,2.73E+01
6.00E-01,1.00E+14,3.00E+00,1.00E+02,1.31E+01
6.00E-01,1.00E+14,3.00E+00,1.00E+03,2.47E+01
6.00E-01,1.00E+14,3.00E+00,1.00E+04,2.59E+01
6.00E-01,1.00E+14,3.00E+00,1.00E+05,2.60E+01
6.00E-01,1.00E+14,3.00E+00,1.00E+06,2.60E+01
6.00E-01,1.00E+14,3.00E+00,1.00E+07,2.60E+01
6.00E-01,1.00E+15,3.00E+00,1.00E+02,1.29E+01
6.00E-01,1.00E+15,3.00E+00,1.00E+03,2.32E+01
6.00E-01,1.00E+15,3.00E+00,1.00E+04,2.43E+01
6.00E-01,1.00E+15,3.00E+00,1.00E+05,2.44E+01
6.00E-01,1.00E+15,3.00E+00,1.00E+06,2.44E+01
6.00E-01,1.00E+15,3.00E+00,1.00E+07,2.44E+01
6.00E-01,1.00E+16,3.00E+00,1.00E+02,1.20E+01
6.00E-01,1.00E+16,3.00E+00,1.00E+03,2.07E+01
6.00E-01,1.00E+16,3.00E+00,1.00E+04,2.17E+01
6.00E-01,1.00E+16,3.00E+00,1.00E+05,2.18E+01
6.00E-01,1.00E+16,3.00E+00,1.00E+06,2.18E+01
6.00E-01,1.00E+16,3.00E+00,1.00E+07,2.18E+01
6.00E-01,1.00E+17,3.00E+00,1.00E+02,1.01E+01
6.00E-01,1.00E+17,3.00E+00,1.00E+03,1.62E+01
6.00E-01,1.00E+17,3.00E+00,1.00E+04,1.68E+01
6.00E-01,1.00E+17,3.00E+00,1.00E+05,1.69E+01
6.00E-01,1.00E+17,3.00E+00,1.00E+06,1.69E+01
6.00E-01,1.00E+17,3.00E+00,1.00E+07,1.69E+01
7.00E-01,1.00E+13,3.00E+00,1.00E+02,1.37E+01
7.00E-01,1.00E+13,3.00E+00,1.00E+03,2.63E+01
7.00E-01,1.00E+13,3.00E+00,1.00E+04,2.75E+01
7.00E-01,1.00E+13,3.00E+00,1.00E+05,2.77E+01
7.00E-01,1.00E+13,3.00E+00,1.00E+06,2.77E+01
7.00E-01,1.00E+13,3.00E+00,1.00E+07,2.77E+01
7.00E-01,1.00E+14,3.00E+00,1.00E+02,1.36E+01
7.00E-01,1.00E+14,3.00E+00,1.00E+03,2.51E+01
7.00E-01,1.00E+14,3.00E+00,1.00E+04,2.62E+01
7.00E-01,1.00E+14,3.00E+00,1.00E+05,2.64E+01
7.00E-01,1.00E+14,3.00E+00,1.00E+06,2.64E+01
7.00E-01,1.00E+14,3.00E+00,1.00E+07,2.64E+01
7.00E-01,1.00E+15,3.00E+00,1.00E+02,1.33E+01
7.00E-01,1.00E+15,3.00E+00,1.00E+03,2.36E+01
7.00E-01,1.00E+15,3.00E+00,1.00E+04,2.46E+01
7.00E-01,1.00E+15,3.00E+00,1.00E+05,2.47E+01
7.00E-01,1.00E+15,3.00E+00,1.00E+06,2.47E+01
7.00E-01,1.00E+15,3.00E+00,1.00E+07,2.47E+01
7.00E-01,1.00E+16,3.00E+00,1.00E+02,1.22E+01
7.00E-01,1.00E+16,3.00E+00,1.00E+03,2.09E+01
7.00E-01,1.00E+16,3.00E+00,1.00E+04,2.18E+01
7.00E-01,1.00E+16,3.00E+00,1.00E+05,2.19E+01
7.00E-01,1.00E+16,3.00E+00,1.00E+06,2.19E+01
7.00E-01,1.00E+16,3.00E+00,1.00E+07,2.19E+01
7.00E-01,1.00E+17,3.00E+00,1.00E+02,1.00E+01
7.00E-01,1.00E+17,3.00E+00,1.00E+03,1.61E+01
7.00E-01,1.00E+17,3.00E+00,1.00E+04,1.68E+01
7.00E-01,1.00E+17,3.00E+00,1.00E+05,1.68E+01
7.00E-01,1.00E+17,3.00E+00,1.00E+06,1.68E+01
7.00E-01,1.00E+17,3.00E+00,1.00E+07,1.68E+01
8.00E-01,1.00E+13,3.00E+00,1.00E+02,1.41E+01
8.00E-01,1.00E+13,3.00E+00,1.00E+03,2.66E+01
8.00E-01,1.00E+13,3.00E+00,1.00E+04,2.78E+01
8.00E-01,1.00E+13,3.00E+00,1.00E+05,2.80E+01
8.00E-01,1.00E+13,3.00E+00,1.00E+06,2.80E+01
8.00E-01,1.00E+13,3.00E+00,1.00E+07,2.80E+01
8.00E-01,1.00E+14,3.00E+00,1.00E+02,1.39E+01
8.00E-01,1.00E+14,3.00E+00,1.00E+03,2.53E+01
8.00E-01,1.00E+14,3.00E+00,1.00E+04,2.65E+01
8.00E-01,1.00E+14,3.00E+00,1.00E+05,2.66E+01
8.00E-01,1.00E+14,3.00E+00,1.00E+06,2.66E+01
8.00E-01,1.00E+14,3.00E+00,1.00E+07,2.66E+01
8.00E-01,1.00E+15,3.00E+00,1.00E+02,1.36E+01
8.00E-01,1.00E+15,3.00E+00,1.00E+03,2.38E+01
8.00E-01,1.00E+15,3.00E+00,1.00E+04,2.48E+01
8.00E-01,1.00E+15,3.00E+00,1.00E+05,2.49E+01
8.00E-01,1.00E+15,3.00E+00,1.00E+06,2.49E+01
8.00E-01,1.00E+15,3.00E+00,1.00E+07,2.49E+01
8.00E-01,1.00E+16,3.00E+00,1.00E+02,1.23E+01
8.00E-01,1.00E+16,3.00E+00,1.00E+03,2.09E+01
8.00E-01,1.00E+16,3.00E+00,1.00E+04,2.18E+01
8.00E-01,1.00E+16,3.00E+00,1.00E+05,2.19E+01
8.00E-01,1.00E+16,3.00E+00,1.00E+06,2.19E+01
8.00E-01,1.00E+16,3.00E+00,1.00E+07,2.19E+01
8.00E-01,1.00E+17,3.00E+00,1.00E+02,9.96E+00
8.00E-01,1.00E+17,3.00E+00,1.00E+03,1.61E+01
8.00E-01,1.00E+17,3.00E+00,1.00E+04,1.67E+01
8.00E-01,1.00E+17,3.00E+00,1.00E+05,1.68E+01
8.00E-01,1.00E+17,3.00E+00,1.00E+06,1.68E+01
8.00E-01,1.00E+17,3.00E+00,1.00E+07,1.68E+01
9.00E-01,1.00E+13,3.00E+00,1.00E+02,1.43E+01
9.00E-01,1.00E+13,3.00E+00,1.00E+03,2.68E+01
9.00E-01,1.00E+13,3.00E+00,1.00E+04,2.80E+01
9.00E-01,1.00E+13,3.00E+00,1.00E+05,2.81E+01
9.00E-01,1.00E+13,3.00E+00,1.00E+06,2.82E+01
9.00E-01,1.00E+13,3.00E+00,1.00E+07,2.82E+01
9.00E-01,1.00E+14,3.00E+00,1.00E+02,1.42E+01
9.00E-01,1.00E+14,3.00E+00,1.00E+03,2.55E+01
9.00E-01,1.00E+14,3.00E+00,1.00E+04,2.66E+01
9.00E-01,1.00E+14,3.00E+00,1.00E+05,2.68E+01
9.00E-01,1.00E+14,3.00E+00,1.00E+06,2.68E+01
9.00E-01,1.00E+14,3.00E+00,1.00E+07,2.68E+01
9.00E-01,1.00E+15,3.00E+00,1.00E+02,1.38E+01
9.00E-01,1.00E+15,3.00E+00,1.00E+03,2.39E+01
9.00E-01,1.00E+15,3.00E+00,1.00E+04,2.49E+01
9.00E-01,1.00E+15,3.00E+00,1.00E+05,2.50E+01
9.00E-01,1.00E+15,3.00E+00,1.00E+06,2.50E+01
9.00E-01,1.00E+15,3.00E+00,1.00E+07,2.50E+01
9.00E-01,1.00E+16,3.00E+00,1.00E+02,1.24E+01
9.00E-01,1.00E+16,3.00E+00,1.00E+03,2.08E+01
9.00E-01,1.00E+16,3.00E+00,1.00E+04,2.17E+01
9.00E-01,1.00E+16,3.00E+00,1.00E+05,2.18E+01
9.00E-01,1.00E+16,3.00E+00,1.00E+06,2.18E+01
9.00E-01,1.00E+16,3.00E+00,1.00E+07,2.18E+01
9.00E-01,1.00E+17,3.00E+00,1.00E+02,9.93E+00
9.00E-01,1.00E+17,3.00E+00,1.00E+03,1.60E+01
9.00E-01,1.00E+17,3.00E+00,1.00E+04,1.67E+01
9.00E-01,1.00E+17,3.00E+00,1.00E+05,1.67E+01
9.00E-01,1.00E+17,3.00E+00,1.00E+06,1.68E+01
9.00E-01,1.00E+17,3.00E+00,1.00E+07,1.68E+01
1.00E+00,1.00E+13,3.00E+00,1.00E+02,1.45E+01
1.00E+00,1.00E+13,3.00E+00,1.00E+03,2.69E+01
1.00E+00,1.00E+13,3.00E+00,1.00E+04,2.81E+01
1.00E+00,1.00E+13,3.00E+00,1.00E+05,2.83E+01
1.00E+00,1.00E+13,3.00E+00,1.00E+06,2.83E+01
1.00E+00,1.00E+13,3.00E+00,1.00E+07,2.83E+01
1.00E+00,1.00E+14,3.00E+00,1.00E+02,1.43E+01
1.00E+00,1.00E+14,3.00E+00,1.00E+03,2.56E+01
1.00E+00,1.00E+14,3.00E+00,1.00E+04,2.68E+01
1.00E+00,1.00E+14,3.00E+00,1.00E+05,2.69E+01
1.00E+00,1.00E+14,3.00E+00,1.00E+06,2.69E+01
1.00E+00,1.00E+14,3.00E+00,1.00E+07,2.69E+01
1.00E+00,1.00E+15,3.00E+00,1.00E+02,1.39E+01
1.00E+00,1.00E+15,3.00E+00,1.00E+03,2.39E+01
1.00E+00,1.00E+15,3.00E+00,1.00E+04,2.50E+01
1.00E+00,1.00E+15,3.00E+00,1.00E+05,2.51E+01
1.00E+00,1.00E+15,3.00E+00,1.00E+06,2.51E+01
1.00E+00,1.00E+15,3.00E+00,1.00E+07,2.51E+01
1.00E+00,1.00E+16,3.00E+00,1.00E+02,1.23E+01
1.00E+00,1.00E+16,3.00E+00,1.00E+03,2.08E+01
1.00E+00,1.00E+16,3.00E+00,1.00E+04,2.17E+01
1.00E+00,1.00E+16,3.00E+00,1.00E+05,2.18E+01
1.00E+00,1.00E+16,3.00E+00,1.00E+06,2.18E+01
1.00E+00,1.00E+16,3.00E+00,1.00E+07,2.18E+01
1.00E+00,1.00E+17,3.00E+00,1.00E+02,9.91E+00
1.00E+00,1.00E+17,3.00E+00,1.00E+03,1.60E+01
1.00E+00,1.00E+17,3.00E+00,1.00E+04,1.67E+01
1.00E+00,1.00E+17,3.00E+00,1.00E+05,1.67E+01
1.00E+00,1.00E+17,3.00E+00,1.00E+06,1.67E+01
1.00E+00,1.00E+17,3.00E+00,1.00E+07,1.67E+01
1.10E+00,1.00E+13,3.00E+00,1.00E+02,1.46E+01
1.10E+00,1.00E+13,3.00E+00,1.00E+03,2.70E+01
1.10E+00,1.00E+13,3.00E+00,1.00E+04,2.82E+01
1.10E+00,1.00E+13,3.00E+00,1.00E+05,2.83E+01
1.10E+00,1.00E+13,3.00E+00,1.00E+06,2.84E+01
1.10E+00,1.00E+13,3.00E+00,1.00E+07,2.84E+01
1.10E+00,1.00E+14,3.00E+00,1.00E+02,1.45E+01
1.10E+00,1.00E+14,3.00E+00,1.00E+03,2.57E+01
1.10E+00,1.00E+14,3.00E+00,1.00E+04,2.68E+01
1.10E+00,1.00E+14,3.00E+00,1.00E+05,2.69E+01
1.10E+00,1.00E+14,3.00E+00,1.00E+06,2.69E+01
1.10E+00,1.00E+14,3.00E+00,1.00E+07,2.69E+01
1.10E+00,1.00E+15,3.00E+00,1.00E+02,1.39E+01
1.10E+00,1.00E+15,3.00E+00,1.00E+03,2.40E+01
1.10E+00,1.00E+15,3.00E+00,1.00E+04,2.50E+01
1.10E+00,1.00E+15,3.00E+00,1.00E+05,2.51E+01
1.10E+00,1.00E+15,3.00E+00,1.00E+06,2.51E+01
1.10E+00,1.00E+15,3.00E+00,1.00E+07,2.51E+01
1.10E+00,1.00E+16,3.00E+00,1.00E+02,1.23E+01
1.10E+00,1.00E+16,3.00E+00,1.00E+03,2.07E+01
1.10E+00,1.00E+16,3.00E+00,1.00E+04,2.16E+01
1.10E+00,1.00E+16,3.00E+00,1.00E+05,2.17E+01
1.10E+00,1.00E+16,3.00E+00,1.00E+06,2.17E+01
1.10E+00,1.00E+16,3.00E+00,1.00E+07,2.17E+01
1.10E+00,1.00E+17,3.00E+00,1.00E+02,9.90E+00
1.10E+00,1.00E+17,3.00E+00,1.00E+03,1.60E+01
1.10E+00,1.00E+17,3.00E+00,1.00E+04,1.66E+01
1.10E+00,1.00E+17,3.00E+00,1.00E+05,1.67E+01
1.10E+00,1.00E+17,3.00E+00,1.00E+06,1.67E+01
1.10E+00,1.00E+17,3.00E+00,1.00E+07,1.67E+01
1.20E+00,1.00E+13,3.00E+00,1.00E+02,1.47E+01
1.20E+00,1.00E+13,3.00E+00,1.00E+03,2.70E+01
1.20E+00,1.00E+13,3.00E+00,1.00E+04,2.83E+01
1.20E+00,1.00E+13,3.00E+00,1.00E+05,2.84E+01
1.20E+00,1.00E+13,3.00E+00,1.00E+06,2.84E+01
1.20E+00,1.00E+13,3.00E+00,1.00E+07,2.84E+01
1.20E+00,1.00E+14,3.00E+00,1.00E+02,1.46E+01
1.20E+00,1.00E+14,3.00E+00,1.00E+03,2.57E+01
1.20E+00,1.00E+14,3.00E+00,1.00E+04,2.68E+01
1.20E+00,1.00E+14,3.00E+00,1.00E+05,2.70E+01
1.20E+00,1.00E+14,3.00E+00,1.00E+06,2.70E+01
1.20E+00,1.00E+14,3.00E+00,1.00E+07,2.70E+01
1.20E+00,1.00E+15,3.00E+00,1.00E+02,1.40E+01
1.20E+00,1.00E+15,3.00E+00,1.00E+03,2.40E+01
1.20E+00,1.00E+15,3.00E+00,1.00E+04,2.50E+01
1.20E+00,1.00E+15,3.00E+00,1.00E+05,2.51E+01
1.20E+00,1.00E+15,3.00E+00,1.00E+06,2.51E+01
1.20E+00,1.00E+15,3.00E+00,1.00E+07,2.51E+01
1.20E+00,1.00E+16,3.00E+00,1.00E+02,1.23E+01
1.20E+00,1.00E+16,3.00E+00,1.00E+03,2.06E+01
1.20E+00,1.00E+16,3.00E+00,1.00E+04,2.15E+01
1.20E+00,1.00E+16,3.00E+00,1.00E+05,2.16E+01
1.20E+00,1.00E+16,3.00E+00,1.00E+06,2.16E+01
1.20E+00,1.00E+16,3.00E+00,1.00E+07,2.16E+01
1.20E+00,1.00E+17,3.00E+00,1.00E+02,9.89E+00
1.20E+00,1.00E+17,3.00E+00,1.00E+03,1.60E+01
1.20E+00,1.00E+17,3.00E+00,1.00E+04,1.66E+01
1.20E+00,1.00E+17,3.00E+00,1.00E+05,1.67E+01
1.20E+00,1.00E+17,3.00E+00,1.00E+06,1.67E+01
1.20E+00,1.00E+17,3.00E+00,1.00E+07,1.67E+01
1.30E+00,1.00E+13,3.00E+00,1.00E+02,1.48E+01
1.30E+00,1.00E+13,3.00E+00,1.00E+03,2.71E+01
1.30E+00,1.00E+13,3.00E+00,1.00E+04,2.83E+01
1.30E+00,1.00E+13,3.00E+00,1.00E+05,2.84E+01
1.30E+00,1.00E+13,3.00E+00,1.00E+06,2.84E+01
1.30E+00,1.00E+13,3.00E+00,1.00E+07,2.84E+01
1.30E+00,1.00E+14,3.00E+00,1.00E+02,1.46E+01
1.30E+00,1.00E+14,3.00E+00,1.00E+03,2.57E+01
1.30E+00,1.00E+14,3.00E+00,1.00E+04,2.69E+01
1.30E+00,1.00E+14,3.00E+00,1.00E+05,2.70E+01
1.30E+00,1.00E+14,3.00E+00,1.00E+06,2.70E+01
1.30E+00,1.00E+14,3.00E+00,1.00E+07,2.70E+01
1.30E+00,1.00E+15,3.00E+00,1.00E+02,1.40E+01
1.30E+00,1.00E+15,3.00E+00,1.00E+03,2.39E+01
1.30E+00,1.00E+15,3.00E+00,1.00E+04,2.49E+01
1.30E+00,1.00E+15,3.00E+00,1.00E+05,2.50E+01
1.30E+00,1.00E+15,3.00E+00,1.00E+06,2.51E+01
1.30E+00,1.00E+15,3.00E+00,1.00E+07,2.51E+01
1.30E+00,1.00E+16,3.00E+00,1.00E+02,1.22E+01
1.30E+00,1.00E+16,3.00E+00,1.00E+03,2.06E+01
1.30E+00,1.00E+16,3.00E+00,1.00E+04,2.15E+01
1.30E+00,1.00E+16,3.00E+00,1.00E+05,2.16E+01
1.30E+00,1.00E+16,3.00E+00,1.00E+06,2.16E+01
1.30E+00,1.00E+16,3.00E+00,1.00E+07,2.16E+01
1.30E+00,1.00E+17,3.00E+00,1.00E+02,9.89E+00
1.30E+00,1.00E+17,3.00E+00,1.00E+03,1.60E+01
1.30E+00,1.00E+17,3.00E+00,1.00E+04,1.66E+01
1.30E+00,1.00E+17,3.00E+00,1.00E+05,1.67E+01
1.30E+00,1.00E+17,3.00E+00,1.00E+06,1.67E+01
1.30E+00,1.00E+17,3.00E+00,1.00E+07,1.67E+01
1.40E+00,1.00E+13,3.00E+00,1.00E+02,1.49E+01
1.40E+00,1.00E+13,3.00E+00,1.00E+03,2.71E+01
1.40E+00,1.00E+13,3.00E+00,1.00E+04,2.83E+01
1.40E+00,1.00E+13,3.00E+00,1.00E+05,2.84E+01
1.40E+00,1.00E+13,3.00E+00,1.00E+06,2.85E+01
1.40E+00,1.00E+13,3.00E+00,1.00E+07,2.85E+01
1.40E+00,1.00E+14,3.00E+00,1.00E+02,1.47E+01
1.40E+00,1.00E+14,3.00E+00,1.00E+03,2.57E+01
1.40E+00,1.00E+14,3.00E+00,1.00E+04,2.69E+01
1.40E+00,1.00E+14,3.00E+00,1.00E+05,2.70E+01
1.40E+00,1.00E+14,3.00E+00,1.00E+06,2.70E+01
1.40E+00,1.00E+14,3.00E+00,1.00E+07,2.70E+01
1.40E+00,1.00E+15,3.00E+00,1.00E+02,1.40E+01
1.40E+00,1.00E+15,3.00E+00,1.00E+03,2.39E+01
1.40E+00,1.00E+15,3.00E+00,1.00E+04,2.49E+01
1.40E+00,1.00E+15,3.00E+00,1.00E+05,2.50E+01
1.40E+00,1.00E+15,3.00E+00,1.00E+06,2.50E+01
1.40E+00,1.00E+15,3.00E+00,1.00E+07,2.50E+01
1.40E+00,1.00E+16,3.00E+00,1.00E+02,1.22E+01
1.40E+00,1.00E+16,3.00E+00,1.00E+03,2.05E+01
1.40E+00,1.00E+16,3.00E+00,1.00E+04,2.14E+01
1.40E+00,1.00E+16,3.00E+00,1.00E+05,2.15E+01
1.40E+00,1.00E+16,3.00E+00,1.00E+06,2.15E+01
1.40E+00,1.00E+16,3.00E+00,1.00E+07,2.15E+01
1.40E+00,1.00E+17,3.00E+00,1.00E+02,9.89E+00
1.40E+00,1.00E+17,3.00E+00,1.00E+03,1.60E+01
1.40E+00,1.00E+17,3.00E+00,1.00E+04,1.66E+01
1.40E+00,1.00E+17,3.00E+00,1.00E+05,1.67E+01
1.40E+00,1.00E+17,3.00E+00,1.00E+06,1.67E+01
1.40E+00,1.00E+17,3.00E+00,1.00E+07,1.67E+01
3.00E-01,1.00E+13,4.00E+00,1.00E+02,9.87E+00
3.00E-01,1.00E+13,4.00E+00,1.00E+03,2.22E+01
3.00E-01,1.00E+13,4.00E+00,1.00E+04,2.35E+01
3.00E-01,1.00E+13,4.00E+00,1.00E+05,2.37E+01
3.00E-01,1.00E+13,4.00E+00,1.00E+06,2.37E+01
3.00E-01,1.00E+13,4.00E+00,1.00E+07,2.37E+01
3.00E-01,1.00E+14,4.00E+00,1.00E+02,9.87E+00
3.00E-01,1.00E+14,4.00E+00,1.00E+03,2.14E+01
3.00E-01,1.00E+14,4.00E+00,1.00E+04,2.26E+01
3.00E-01,1.00E+14,4.00E+00,1.00E+05,2.27E+01
3.00E-01,1.00E+14,4.00E+00,1.00E+06,2.27E+01
3.00E-01,1.00E+14,4.00E+00,1.00E+07,2.27E+01
3.00E-01,1.00E+15,4.00E+00,1.00E+02,9.81E+00
3.00E-01,1.00E+15,4.00E+00,1.00E+03,2.02E+01
3.00E-01,1.00E+15,4.00E+00,1.00E+04,2.13E+01
3.00E-01,1.00E+15,4.00E+00,1.00E+05,2.14E+01
3.00E-01,1.00E+15,4.00E+00,1.00E+06,2.14E+01
3.00E-01,1.00E+15,4.00E+00,1.00E+07,2.14E+01
3.00E-01,1.00E+16,4.00E+00,1.00E+02,9.56E+00
3.00E-01,1.00E+16,4.00E+00,1.00E+03,1.83E+01
3.00E-01,1.00E+16,4.00E+00,1.00E+04,1.93E+01
3.00E-01,1.00E+16,4.00E+00,1.00E+05,1.94E+01
3.00E-01,1.00E+16,4.00E+00,1.00E+06,1.94E+01
3.00E-01,1.00E+16,4.00E+00,1.00E+07,1.94E+01
3.00E-01,1.00E+17,4.00E+00,1.00E+02,8.86E+00
3.00E-01,1.00E+17,4.00E+00,1.00E+03,1.51E+01
3.00E-01,1.00E+17,4.00E+00,1.00E+04,1.57E+01
3.00E-01,1.00E+17,4.00E+00,1.00E+05,1.58E+01
3.00E-01,1.00E+17,4.00E+00,1.00E+06,1.58E+01
3.00E-01,1.00E+17,4.00E+00,1.00E+07,1.58E+01
4.00E-01,1.00E+13,4.00E+00,1.00E+02,1.14E+01
4.00E-01,1.00E+13,4.00E+00,1.00E+03,2.38E+01
4.00E-01,1.00E+13,4.00E+00,1.00E+04,2.51E+01
4.00E-01,1.00E+13,4.00E+00,1.00E+05,2.52E+01
4.00E-01,1.00E+13,4.00E+00,1.00E+06,2.52E+01
4.00E-01,1.00E+13,4.00E+00,1.00E+07,2.52E+01
4.00E-01,1.00E+14,4.00E+00,1.00E+02,1.13E+01
4.00E-01,1.00E+14,4.00E+00,1.00E+03,2.28E+01
4.00E-01,1.00E+14,4.00E+00,1.00E+04,2.40E+01
4.00E-01,1.00E+14,4.00E+00,1.00E+05,2.41E+01
4.00E-01,1.00E+14,4.00E+00,1.00E+06,2.41E+01
4.00E-01,1.00E+14,4.00E+00,1.00E+07,2.41E+01
4.00E-01,1.00E+15,4.00E+00,1.00E+02,1.12E+01
4.00E-01,1.00E+15,4.00E+00,1.00E+03,2.15E+01
4.00E-01,1.00E+15,4.00E+00,1.00E+04,2.25E+01
4.00E-01,1.00E+15,4.00E+00,1.00E+05,2.26E+01
4.00E-01,1.00E+15,4.00E+00,1.00E+06,2.26E+01
4.00E-01,1.00E+15,4.00E+00,1.00E+07,2.26E+01
4.00E-01,1.00E+16,4.00E+00,1.00E+02,1.07E+01
4.00E-01,1.00E+16,4.00E+00,1.00E+03,1.94E+01
4.00E-01,1.00E+16,4.00E+00,1.00E+04,2.03E+01
4.00E-01,1.00E+16,4.00E+00,1.00E+05,2.04E+01
4.00E-01,1.00E+16,4.00E+00,1.00E+06,2.04E+01
4.00E-01,1.00E+16,4.00E+00,1.00E+07,2.04E+01
4.00E-01,1.00E+17,4.00E+00,1.00E+02,9.61E+00
4.00E-01,1.00E+17,4.00E+00,1.00E+03,1.57E+01
4.00E-01,1.00E+17,4.00E+00,1.00E+04,1.63E+01
4.00E-01,1.00E+17,4.00E+00,1.00E+05,1.64E+01
4.00E-01,1.00E+17,4.00E+00,1.00E+06,1.64E+01
4.00E-01,1.00E+17,4.00E+00,1.00E+07,1.64E+01
5.00E-01,1.00E+13,4.00E+00,1.00E+02,1.24E+01
5.00E-01,1.00E+13,4.00E+00,1.00E+03,2.47E+01
5.00E-01,1.00E+13,4.00E+00,1.00E+04,2.60E+01
5.00E-01,1.00E+13,4.00E+00,1.00E+05,2.61E+01
5.00E-01,1.00E+13,4.00E+00,1.00E+06,2.61E+01
5.00E-01,1.00E+13,4.00E+00,1.00E+07,2.61E+01
5.00E-01,1.00E+14,4.00E+00,1.00E+02,1.23E+01
5.00E-01,1.00E+14,4.00E+00,1.00E+03,2.37E+01
5.00E-01,1.00E+14,4.00E+00,1.00E+04,2.48E+01
5.00E-01,1.00E+14,4.00E+00,1.00E+05,2.49E+01
5.00E-01,1.00E+14,4.00E+00,1.00E+06,2.49E+01
5.00E-01,1.00E+14,4.00E+00,1.00E+07,2.49E+01
5.00E-01,1.00E+15,4.00E+00,1.00E+02,1.21E+01
5.00E-01,1.00E+15,4.00E+00,1.00E+03,2.23E+01
5.00E-01,1.00E+15,4.00E+00,1.00E+04,2.33E+01
5.00E-01,1.00E+15,4.00E+00,1.00E+05,2.34E+01
5.00E-01,1.00E+15,4.00E+00,1.00E+06,2.34E+01
5.00E-01,1.00E+15,4.00E+00,1.00E+07,2.34E+01
5.00E-01,1.00E+16,4.00E+00,1.00E+02,1.15E+01
5.00E-01,1.00E+16,4.00E+00,1.00E+03,2.00E+01
5.00E-01,1.00E+16,4.00E+00,1.00E+04,2.09E+01
5.00E-01,1.00E+16,4.00E+00,1.00E+05,2.10E+01
5.00E-01,1.00E+16,4.00E+00,1.00E+06,2.10E+01
5.00E-01,1.00E+16,4.00E+00,1.00E+07,2.10E+01
5.00E-01,1.00E+17,4.00E+00,1.00E+02,9.86E+00
5.00E-01,1.00E+17,4.00E+00,1.00E+03,1.59E+01
5.00E-01,1.00E+17,4.00E+00,1.00E+04,1.65E+01
5.00E-01,1.00E+17,4.00E+00,1.00E+05,1.66E+01
5.00E-01,1.00E+17,4.00E+00,1.00E+06,1.66E+01
5.00E-01,1.00E+17,4.00E+00,1.00E+07,1.66E+01
6.00E-01,1.00E+13,4.00E+00,1.00E+02,1.31E+01
6.00E-01,1.00E+13,4.00E+00,1.00E+03,2.54E+01
6.00E-01,1.00E+13,4.00E+00,1.00E+04,2.66E+01
6.00E-01,1.00E+13,4.00E+00,1.00E+05,2.67E+01
6.00E-01,1.00E+13,4.00E+00,1.00E+06,2.67E+01
6.00E-01,1.00E+13,4.00E+00,1.00E+07,2.67E+01
6.00E-01,1.00E+14,4.00E+00,1.00E+02,1.30E+01
6.00E-01,1.00E+14,4.00E+00,1.00E+03,2.42E+01
6.00E-01,1.00E+14,4.00E+00,1.00E+04,2.54E+01
6.00E-01,1.00E+14,4.00E+00,1.00E+05,2.55E+01
6.00E-01,1.00E+14,4.00E+00,1.00E+06,2.55E+01
6.00E-01,1.00E+14,4.00E+00,1.00E+07,2.55E+01
6.00E-01,1.00E+15,4.00E+00,1.00E+02,1.27E+01
6.00E-01,1.00E+15,4.00E+00,1.00E+03,2.28E+01
6.00E-01,1.00E+15,4.00E+00,1.00E+04,2.38E+01
6.00E-01,1.00E+15,4.00E+00,1.00E+05,2.39E+01
6.00E-01,1.00E+15,4.00E+00,1.00E+06,2.39E+01
6.00E-01,1.00E+15,4.00E+00,1.00E+07,2.39E+01
6.00E-01,1.00E+16,4.00E+00,1.00E+02,1.19E+01
6.00E-01,1.00E+16,4.00E+00,1.00E+03,2.03E+01
6.00E-01,1.00E+16,4.00E+00,1.00E+04,2.12E+01
6.00E-01,1.00E+16,4.00E+00,1.00E+05,2.13E+01
6.00E-01,1.00E+16,4.00E+00,1.00E+06,2.13E+01
6.00E-01,1.00E+16,4.00E+00,1.00E+07,2.13E+01
